Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,genre_pull
John Q,(2002),PG-13,116 min,"
Crime, Drama, Thriller            ","
John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.","

7.1
","
30        
        Metascore
            ","131,452",$71.76M,crime
Ruthless People,(1986),R,93 min,"
Comedy, Crime            ","
A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did.","

6.9
","
78        
        Metascore
            ","28,022",$71.62M,crime
Turner & Hooch,(1989),PG,97 min,"
Comedy, Crime, Drama            ","
A detective must adopt a rambunctious dog in order to help him find a killer.","

6.2
","
36        
        Metascore
            ","69,795",$71.08M,crime
The Score,(2001),R,124 min,"
Action, Crime, Drama            ","
An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.","

6.8
","
71        
        Metascore
            ","126,646",$71.07M,crime
Paul Blart: Mall Cop 2,(2015),PG,94 min,"
Action, Comedy, Crime            ","
After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers.","

4.4
","
13        
        Metascore
            ","36,947",$71.04M,crime
White Chicks,(2004),PG-13,109 min,"
Comedy, Crime            ","
Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.","

5.7
","
41        
        Metascore
            ","141,251",$70.83M,crime
Shaft,(2000),R,99 min,"
Action, Crime, Thriller            ","
New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.","

6.0
","
50        
        Metascore
            ","76,504",$70.33M,crime
Big Momma's House 2,(2006),PG-13,99 min,"
Comedy, Crime            ","
An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.","

4.7
","
34        
        Metascore
            ","43,088",$70.17M,crime
Kill Bill: Vol. 1,(2003),R,111 min,"
Action, Crime, Drama            ","
After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","

8.2
","
69        
        Metascore
            ","1,076,228",$70.10M,crime
Swordfish,(2001),R,99 min,"
Action, Crime, Thriller            ","
A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.","

6.5
","
32        
        Metascore
            ","184,812",$69.77M,crime
The Thomas Crown Affair,(1999),R,113 min,"
Crime, Romance, Thriller            ","
A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.","

6.8
","
72        
        Metascore
            ","92,112",$69.30M,crime
Game Night,(I) (2018),R,100 min,"
Action, Adventure, Comedy            ","
A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.","

6.9
","
66        
        Metascore
            ","227,217",$69.18M,crime
Blue Streak,(1999),PG-13,93 min,"
Action, Comedy, Crime            ","
A former convict poses as a cop to retrieve a diamond he stole years ago.","

6.3
","
46        
        Metascore
            ","81,653",$68.52M,crime
Sudden Impact,(1983),R,117 min,"
Action, Crime, Thriller            ","
A rape victim is exacting revenge on her aggressors in a small town outside San Francisco. ""Dirty"" Harry Callahan, on suspension for angering his superiors (again), is assigned to the case.","

6.6
","
52        
        Metascore
            ","44,217",$67.64M,crime
A Perfect Murder,(1998),R,107 min,"
Crime, Drama, Thriller            ","
A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder.","

6.6
","
50        
        Metascore
            ","84,227",$67.64M,crime
Heat,(1995),R,170 min,"
Action, Crime, Drama            ","
A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.","

8.3
","
76        
        Metascore
            ","628,808",$67.44M,crime
Kangaroo Jack,(2003),PG,89 min,"
Action, Adventure, Comedy            ","
Two childhood friends, a New York hairstylist and a would-be musician, get caught up with the mob and are forced to deliver $50,000 to Australia, but things go haywire when the money is lost to a wild kangaroo.","

4.5
","
16        
        Metascore
            ","31,355",$66.93M,crime
The Mexican,(2001),R,123 min,"
Adventure, Comedy, Crime            ","
A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways.","

6.1
","
43        
        Metascore
            ","107,493",$66.81M,crime
The Godfather: Part III,(1990),R,162 min,"
Crime, Drama            ","
Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.","

7.6
","
60        
        Metascore
            ","384,756",$66.67M,crime
Contraband,(2012),R,109 min,"
Action, Crime, Drama            ","
To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.","

6.4
","
51        
        Metascore
            ","121,357",$66.53M,crime
The Bone Collector,(1999),R,118 min,"
Crime, Drama, Mystery            ","
A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.","

6.7
","
45        
        Metascore
            ","165,919",$66.52M,crime
Kill Bill: Vol. 2,(2004),R,137 min,"
Action, Crime, Thriller            ","
The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","

8.0
","
83        
        Metascore
            ","732,311",$66.21M,crime
Bad Boys,(1995),R,119 min,"
Action, Comedy, Crime            ","
Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.","

6.8
","
41        
        Metascore
            ","257,875",$65.81M,crime
Stakeout,(1987),R,117 min,"
Action, Comedy, Crime            ","
Two detectives observe an escaped convict's ex-girlfriend, but complications set in when one of them falls for her.","

6.7
","
69        
        Metascore
            ","25,735",$65.67M,crime
The Taking of Pelham 1 2 3,(2009),R,106 min,"
Action, Crime, Thriller            ","
Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.","

6.4
","
55        
        Metascore
            ","194,649",$65.45M,crime
Step Up,(2006),PG-13,104 min,"
Crime, Drama, Music            ","
Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.","

6.5
","
48        
        Metascore
            ","116,793",$65.33M,crime
Lethal Weapon,(1987),R,109 min,"
Action, Crime, Thriller            ","
Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.","

7.6
","
68        
        Metascore
            ","252,557",$65.21M,crime
Now You See Me 2,(2016),PG-13,129 min,"
Action, Adventure, Comedy            ","
The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.","

6.4
","
46        
        Metascore
            ","276,758",$65.08M,crime
L.A. Confidential,(1997),R,138 min,"
Crime, Drama, Mystery            ","
As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","

8.3
","
90        
        Metascore
            ","567,687",$64.62M,crime
The Nut Job,(I) (2014),PG,85 min,"
Animation, Adventure, Comedy            ","
An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.","

5.7
","
37        
        Metascore
            ","28,150",$64.25M,crime
Deja Vu,(2006),PG-13,126 min,"
Action, Crime, Sci-Fi            ","
After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.","

7.1
","
59        
        Metascore
            ","306,292",$64.04M,crime
Life,(I) (1999),R,108 min,"
Comedy, Crime, Drama            ","
In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century.","

6.8
","
63        
        Metascore
            ","49,671",$63.84M,crime
Risky Business,(1983),R,99 min,"
Comedy, Crime, Drama            ","
A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.","

6.8
","
75        
        Metascore
            ","87,408",$63.50M,crime
