Title,Release Year,Certificate,Genres,IMDB Rating,Votes,Gross Revenue,genre_pull
Cars 3,(2017),G,"
Animation, Adventure, Comedy            ","

6.7
","91,163",$152.90M,sport
Talladega Nights: The Ballad of Ricky Bobby,(2006),PG-13,"
Comedy, Sport            ","

6.6
","179,797",$148.21M,sport
Rocky IV,(1985),PG,"
Drama, Sport            ","

6.8
","199,826",$127.87M,sport
Rocky III,(1982),PG,"
Drama, Sport            ","

6.8
","185,738",$125.05M,sport
Seabiscuit,(2003),PG-13,"
Drama, History, Sport            ","

7.3
","71,811",$120.28M,sport
Blades of Glory,(2007),PG-13,"
Comedy, Sport            ","

6.3
","166,410",$118.59M,sport
Ford v Ferrari,(2019),PG-13,"
Action, Biography, Drama            ","

8.1
","358,062",$117.62M,sport
Rocky,(1976),PG,"
Drama, Sport            ","

8.1
","554,560",$117.24M,sport
Creed II,(2018),PG-13,"
Drama, Sport            ","

7.1
","119,303",$115.72M,sport
Remember the Titans,(2000),PG,"
Biography, Drama, Sport            ","

7.8
","209,898",$115.65M,sport
Unbroken,(I) (2014),PG-13,"
Action, Biography, Drama            ","

7.2
","162,765",$115.64M,sport
The Karate Kid Part II,(1986),PG,"
Action, Family, Sport            ","

6.1
","87,449",$115.10M,sport
Dodgeball: A True Underdog Story,(2004),PG-13,"
Comedy, Sport            ","

6.7
","242,733",$114.33M,sport
Creed,(II) (2015),PG-13,"
Action, Drama, Sport            ","

7.6
","265,048",$109.77M,sport
A League of Their Own,(1992),PG,"
Comedy, Drama, Sport            ","

7.3
","102,570",$107.53M,sport
Million Dollar Baby,(2004),PG-13,"
Drama, Sport            ","

8.1
","670,549",$100.49M,sport
42,(2013),PG-13,"
Biography, Drama, Sport            ","

7.5
","92,670",$95.00M,sport
The Fighter,(I) (2010),R,"
Action, Biography, Drama            ","

7.8
","357,641",$93.62M,sport
Back to School,(1986),PG-13,"
Comedy, Romance, Sport            ","

6.7
","31,570",$91.26M,sport
The Karate Kid,(1984),PG,"
Action, Drama, Family            ","

7.3
","217,701",$90.82M,sport
The Game Plan,(2007),PG,"
Comedy, Family, Sport            ","

6.2
","64,818",$90.65M,sport
Space Jam,(1996),PG,"
Animation, Adventure, Comedy            ","

6.5
","193,170",$90.46M,sport
Planes,(2013),PG,"
Animation, Adventure, Comedy            ","

5.7
","44,511",$90.29M,sport
Real Steel,(2011),PG-13,"
Action, Drama, Sci-Fi            ","

7.1
","318,506",$85.47M,sport
Turbo,(2013),PG,"
Animation, Adventure, Comedy            ","

6.4
","93,495",$83.03M,sport
Days of Thunder,(1990),PG-13,"
Action, Drama, Sport            ","

6.0
","85,400",$82.67M,sport
Snow Dogs,(2002),PG,"
Adventure, Comedy, Family            ","

5.2
","26,743",$81.17M,sport
Nacho Libre,(2006),PG,"
Comedy, Family, Sport            ","

5.8
","86,330",$80.20M,sport
White Men Can't Jump,(1992),R,"
Comedy, Drama, Sport            ","

6.8
","83,527",$76.25M,sport
Moneyball,(2011),PG-13,"
Biography, Drama, Sport            ","

7.6
","406,215",$75.61M,sport
The Rookie,(2002),G,"
Drama, Family, Sport            ","

6.9
","34,334",$75.60M,sport
Any Given Sunday,(1999),R,"
Drama, Sport            ","

6.9
","117,756",$75.53M,sport
The Cannonball Run,(1981),PG,"
Action, Comedy, Sport            ","

6.2
","35,775",$72.18M,sport
Rocky Balboa,(2006),PG,"
Action, Drama, Sport            ","

7.2
","212,867",$70.27M,sport
Cool Runnings,(1993),PG,"
Adventure, Comedy, Family            ","

7.0
","101,720",$68.86M,sport
Bring It On,(2000),PG-13,"
Comedy, Romance, Sport            ","

6.1
","94,271",$68.38M,sport
Hidalgo,(2004),PG-13,"
Action, Adventure, Biography            ","

6.7
","81,042",$67.29M,sport
Coach Carter,(2005),PG-13,"
Biography, Drama, Sport            ","

7.3
","141,582",$67.26M,sport
Herbie Fully Loaded,(2005),G,"
Adventure, Comedy, Family            ","

4.9
","47,278",$66.02M,sport
Field of Dreams,(1989),PG,"
Drama, Family, Fantasy            ","

7.5
","116,430",$64.43M,sport
Miracle,(2004),PG,"
Biography, Drama, History            ","

7.5
","53,380",$64.38M,sport
17 Again,(2009),PG-13,"
Comedy, Drama, Fantasy            ","

6.4
","194,651",$64.17M,sport
Cinderella Man,(2005),PG-13,"
Biography, Drama, History            ","

8.0
","184,294",$61.65M,sport
Friday Night Lights,(2004),PG-13,"
Action, Drama, Sport            ","

7.2
","62,287",$61.26M,sport
Tooth Fairy,(I) (2010),PG,"
Comedy, Family, Fantasy            ","

5.0
","45,535",$60.02M,sport
The Benchwarmers,(2006),PG-13,"
Comedy, Sport            ","

5.5
","50,476",$59.84M,sport
Secretariat,(2010),PG,"
Biography, Drama, Family            ","

7.2
","28,082",$59.71M,sport
Chariots of Fire,(1981),PG,"
Biography, Drama, Sport            ","

7.1
","58,845",$58.97M,sport
Surf's Up,(2007),PG,"
Animation, Adventure, Comedy            ","

6.7
","76,706",$58.87M,sport
Ali,(2001),R,"
Biography, Drama, Sport            ","

6.7
","97,943",$58.20M,sport
Invincible,(2006),PG,"
Biography, Drama, Sport            ","

7.0
","69,850",$57.79M,sport
Tin Cup,(1996),R,"
Comedy, Drama, Romance            ","

6.4
","49,354",$53.85M,sport
Rookie of the Year,(1993),PG,"
Comedy, Family, Fantasy            ","

6.0
","27,666",$53.58M,sport
Varsity Blues,(1999),R,"
Comedy, Drama, Romance            ","

6.5
","45,184",$52.89M,sport
Kicking & Screaming,(2005),PG,"
Comedy, Family, Romance            ","

5.6
","37,882",$52.58M,sport
Southpaw,(2015),R,"
Action, Crime, Drama            ","

7.4
","231,268",$52.42M,sport
The Color of Money,(1986),R,"
Drama, Sport            ","

7.0
","80,961",$52.29M,sport
Radio,(2003),PG,"
Biography, Drama, Sport            ","

6.9
","40,034",$52.28M,sport
Bull Durham,(1988),R,"
Comedy, Romance, Sport            ","

7.1
","52,899",$50.89M,sport
The Mighty Ducks,(1992),PG,"
Comedy, Drama, Family            ","

6.5
","64,994",$50.75M,sport
The Hurricane,(1999),R,"
Biography, Drama, Sport            ","

7.6
","95,885",$50.67M,sport
Angels in the Outfield,(1994),PG,"
Comedy, Family, Fantasy            ","

6.2
","31,508",$50.24M,sport
Major League,(1989),R,"
Comedy, Sport            ","

7.2
","67,471",$49.80M,sport
The Natural,(1984),PG,"
Drama, Sport            ","

7.4
","47,999",$47.95M,sport
D2: The Mighty Ducks,(1994),PG,"
Comedy, Drama, Family            ","

6.1
","39,918",$45.61M,sport
Here Comes the Boom,(2012),PG,"
Action, Comedy, Sport            ","

6.4
","90,350",$45.29M,sport
The Replacements,(2000),PG-13,"
Comedy, Sport            ","

6.6
","63,144",$44.74M,sport
"McFarland, USA",(2015),PG,"
Biography, Drama, Sport            ","

7.4
","38,050",$44.47M,sport
Speed Racer,(2008),PG,"
Action, Adventure, Comedy            ","

6.0
","72,645",$43.95M,sport
Soul Surfer,(2011),PG,"
Biography, Drama, Family            ","

7.0
","48,745",$43.85M,sport
We Are Marshall,(2006),PG,"
Drama, Sport            ","

7.1
","60,261",$43.55M,sport
Glory Road,(2006),PG,"
Biography, Drama, Sport            ","

7.2
","45,448",$42.64M,sport
Fever Pitch,(2005),PG-13,"
Comedy, Drama, Romance            ","

6.2
","44,761",$42.07M,sport
Rocky V,(1990),PG-13,"
Drama, Sport            ","

5.3
","134,506",$40.95M,sport
Blue Crush,(2002),PG-13,"
Drama, Romance, Sport            ","

5.7
","31,201",$40.39M,sport
Hardball,(2001),PG-13,"
Comedy, Drama, Sport            ","

6.4
","30,958",$40.22M,sport
Caddyshack,(1980),R,"
Comedy, Sport            ","

7.2
","114,863",$39.85M,sport
The Karate Kid Part III,(1989),PG,"
Action, Drama, Family            ","

5.3
","61,240",$38.96M,sport
Happy Gilmore,(1996),PG-13,"
Comedy, Sport            ","

7.0
","215,345",$38.62M,sport
Gridiron Gang,(2006),PG-13,"
Biography, Crime, Drama            ","

7.0
","62,155",$38.43M,sport
Invictus,(2009),PG-13,"
Biography, Drama, History            ","

7.3
","157,156",$37.49M,sport
Million Dollar Arm,(2014),PG,"
Biography, Drama, Sport            ","

7.0
","45,538",$36.45M,sport
Trouble with the Curve,(2012),PG-13,"
Drama, Sport            ","

6.8
","63,300",$35.76M,sport
The Ringer,(2005),PG-13,"
Comedy, Sport            ","

5.8
","36,547",$35.42M,sport
For Love of the Game,(1999),PG-13,"
Drama, Romance, Sport            ","

6.6
","34,395",$35.17M,sport
Concussion,(2015),PG-13,"
Biography, Drama, Sport            ","

7.1
","92,839",$34.54M,sport
Semi-Pro,(2008),R,"
Comedy, Sport            ","

5.8
","81,443",$33.47M,sport
Balls of Fury,(2007),PG-13,"
Comedy, Crime, Sport            ","

5.3
","42,248",$32.84M,sport
Driven,(2001),PG-13,"
Action, Drama, Sport            ","

4.6
","40,860",$32.72M,sport
Bend It Like Beckham,(2002),PG-13,"
Comedy, Drama, Romance            ","

6.7
","108,979",$32.54M,sport
The Sandlot,(1993),PG,"
Comedy, Drama, Family            ","

7.8
","87,863",$32.42M,sport
The Love Guru,(2008),PG-13,"
Comedy, Romance, Sport            ","

3.8
","52,327",$32.24M,sport
Leatherheads,(2008),PG-13,"
Comedy, Drama, Romance            ","

6.0
","32,210",$31.20M,sport
The Legend of Bagger Vance,(2000),PG-13,"
Drama, Fantasy, Sport            ","

6.7
","56,305",$30.70M,sport
Major League II,(1994),PG,"
Comedy, Sport            ","

5.6
","26,296",$30.63M,sport
"I, Tonya",(2017),R,"
Biography, Comedy, Drama            ","

7.5
","206,289",$30.01M,sport
Grudge Match,(2013),PG-13,"
Comedy, Drama, Sport            ","

6.4
","59,972",$29.81M,sport
Draft Day,(I) (2014),PG-13,"
Drama, Sport            ","

6.8
","58,918",$28.83M,sport
Point Break,(2015),PG-13,"
Action, Adventure, Crime            ","

5.3
","61,847",$28.78M,sport
Hoosiers,(1986),PG,"
Drama, Sport            ","

7.5
","46,374",$28.61M,sport
Slap Shot,(1977),R,"
Comedy, Drama, Sport            ","

7.3
","36,838",$28.00M,sport
Rush,(I) (2013),R,"
Action, Biography, Drama            ","

8.1
","464,346",$26.95M,sport
Stick It,(2006),PG-13,"
Comedy, Drama, Sport            ","

6.3
","28,730",$26.87M,sport
The Wrestler,(2008),R,"
Drama, Sport            ","

7.9
","300,737",$26.24M,sport
Mr. Woodcock,(2007),PG-13,"
Comedy, Romance, Sport            ","

5.2
","35,914",$25.63M,sport
The Art of Racing in the Rain,(2019),PG,"
Comedy, Drama, Romance            ","

7.6
","29,634",$25.50M,sport
Kingpin,(1996),PG-13,"
Comedy, Sport            ","

6.9
","82,677",$24.94M,sport
Never Back Down,(2008),PG-13,"
Action, Drama, Sport            ","

6.6
","100,099",$24.85M,sport
Ice Princess,(2005),G,"
Comedy, Drama, Family            ","

6.0
","26,846",$24.38M,sport
Lionheart,(1990),R,"
Action, Crime, Drama            ","

6.2
","35,684",$24.08M,sport
Raging Bull,(1980),R,"
Biography, Drama, Sport            ","

8.2
","343,216",$23.38M,sport
Fighting,(2009),PG-13,"
Action, Crime, Drama            ","

5.5
","32,979",$23.04M,sport
Fighting with My Family,(2019),PG-13,"
Biography, Comedy, Drama            ","

7.1
","78,341",$22.96M,sport
D3: The Mighty Ducks,(1996),PG,"
Action, Comedy, Drama            ","

5.4
","26,726",$22.94M,sport
Two for the Money,(2005),R,"
Crime, Drama, Sport            ","

6.2
","45,613",$22.86M,sport
Rudy,(1993),PG,"
Biography, Drama, Sport            ","

7.5
","61,982",$22.75M,sport
He Got Game,(1998),R,"
Drama, Sport            ","

6.9
","47,357",$21.55M,sport
Little Giants,(1994),PG,"
Comedy, Family, Sport            ","

6.4
","28,309",$19.29M,sport
Race,(I) (2016),PG-13,"
Biography, Drama, Sport            ","

7.1
","37,171",$19.10M,sport
Rollerball,(2002),PG-13,"
Action, Sci-Fi, Sport            ","

3.1
","28,042",$18.99M,sport
The Fan,(1996),R,"
Action, Drama, Sport            ","

5.9
","48,101",$18.57M,sport
Heavyweights,(1995),PG,"
Comedy, Drama, Family            ","

6.6
","27,442",$17.69M,sport
Fired Up!,(2009),PG-13,"
Comedy, Sport            ","

6.1
","43,760",$17.23M,sport
Wimbledon,(2004),PG-13,"
Comedy, Romance, Sport            ","

6.3
","63,784",$17.00M,sport
Over the Top,(1987),PG,"
Action, Drama, Sport            ","

5.8
","53,605",$16.06M,sport
Eddie the Eagle,(2015),PG-13,"
Biography, Comedy, Drama            ","

7.4
","91,531",$15.79M,sport
The Greatest Game Ever Played,(2005),PG,"
Biography, Drama, Sport            ","

7.4
","30,159",$15.33M,sport
Kickboxer,(1989),R,"
Action, Sport, Thriller            ","

6.4
","54,612",$14.70M,sport
Borg vs. McEnroe,(2017),R,"
Biography, Drama, Sport            ","

6.9
","30,715",$14.11M,sport
Hot Rod,(2007),PG-13,"
Comedy, Sport            ","

6.7
","84,110",$13.92M,sport
Warrior,(2011),PG-13,"
Action, Drama, Sport            ","

8.2
","459,818",$13.66M,sport
Playing for Keeps,(2012),PG-13,"
Comedy, Romance, Sport            ","

5.7
","30,033",$13.10M,sport
Whip It,(2009),PG-13,"
Drama, Sport            ","

6.9
","66,567",$13.04M,sport
Battle of the Sexes,(2017),PG-13,"
Biography, Comedy, Drama            ","

6.7
","54,301",$12.64M,sport
Undisputed,(2002),R,"
Action, Crime, Drama            ","

6.1
","31,992",$12.40M,sport
Dangal,(2016),Not Rated,"
Action, Biography, Drama            ","

8.4
","179,160",$12.39M,sport
Foxcatcher,(2014),R,"
Biography, Drama, History            ","

7.0
","140,733",$12.10M,sport
Bloodsport,(1988),R,"
Action, Biography, Drama            ","

6.8
","83,125",$11.81M,sport
Lords of Dogtown,(2005),PG-13,"
Biography, Drama, Sport            ","

7.1
","54,546",$11.01M,sport
Victory,(1981),PG,"
Drama, Sport, War            ","

6.6
","29,797",$10.85M,sport
Win Win,(2011),R,"
Comedy, Drama, Sport            ","

7.2
","53,717",$10.18M,sport
The Next Karate Kid,(1994),PG,"
Action, Drama, Family            ","

4.5
","29,861",$8.91M,sport
"Mystery, Alaska",(1999),R,"
Comedy, Drama, Sport            ","

6.7
","26,848",$8.89M,sport
American Sniper,(2014),R,"
Action, Biography, Drama            ","

7.3
","470,125",$350.13M,biography
The Blind Side,(2009),PG-13,"
Biography, Drama, Sport            ","

7.6
","319,317",$255.96M,biography
Bohemian Rhapsody,(2018),PG-13,"
Biography, Drama, Music            ","

8.0
","509,441",$216.43M,biography
Lincoln,(2012),PG-13,"
Biography, Drama, History            ","

7.3
","256,571",$182.21M,biography
The Greatest Showman,(2017),PG,"
Biography, Drama, Musical            ","

7.6
","268,167",$174.34M,biography
A Beautiful Mind,(2001),PG-13,"
Biography, Drama            ","

8.2
","902,464",$170.74M,biography
Hidden Figures,(2016),PG,"
Biography, Drama, History            ","

7.8
","219,800",$169.61M,biography
Catch Me If You Can,(2002),PG-13,"
Biography, Crime, Drama            ","

8.1
","925,854",$164.62M,biography
The Pursuit of Happyness,(2006),PG-13,"
Biography, Drama            ","

8.0
","490,012",$163.57M,biography
The Sound of Music,(1965),G,"
Biography, Drama, Family            ","

8.1
","222,895",$163.21M,biography
Straight Outta Compton,(2015),R,"
Biography, Drama, History            ","

7.8
","195,149",$161.20M,biography
The King's Speech,(2010),R,"
Biography, Drama, History            ","

8.0
","667,265",$138.80M,biography
Argo,(2012),R,"
Biography, Drama, Thriller            ","

7.7
","601,327",$136.03M,biography
Patch Adams,(1998),PG-13,"
Biography, Comedy, Drama            ","

6.8
","111,614",$135.03M,biography
American Gangster,(2007),R,"
Biography, Crime, Drama            ","

7.8
","416,106",$130.16M,biography
Erin Brockovich,(2000),R,"
Biography, Drama            ","

7.4
","191,779",$125.60M,biography
Lone Survivor,(2013),R,"
Action, Biography, Drama            ","

7.5
","280,854",$125.10M,biography
Sully,(2016),PG-13,"
Biography, Drama            ","

7.4
","261,840",$125.07M,biography
"Good Morning, Vietnam",(1987),R,"
Biography, Comedy, Drama            ","

7.3
","136,691",$123.92M,biography
Walk the Line,(2005),PG-13,"
Biography, Drama, Music            ","

7.8
","245,812",$119.52M,biography
Ford v Ferrari,(2019),PG-13,"
Action, Biography, Drama            ","

8.1
","358,062",$117.62M,biography
The Wolf of Wall Street,(2013),R,"
Biography, Comedy, Crime            ","

8.2
","1,321,781",$116.90M,biography
The Butler,(I) (2013),PG-13,"
Biography, Drama            ","

7.2
","113,486",$116.63M,biography
Remember the Titans,(2000),PG,"
Biography, Drama, Sport            ","

7.8
","209,898",$115.65M,biography
Unbroken,(I) (2014),PG-13,"
Action, Biography, Drama            ","

7.2
","162,765",$115.64M,biography
Captain Phillips,(2013),PG-13,"
Action, Biography, Crime            ","

7.8
","447,262",$107.10M,biography
The Aviator,(2004),PG-13,"
Biography, Drama            ","

7.5
","353,130",$102.61M,biography
Butch Cassidy and the Sundance Kid,(1969),PG,"
Biography, Crime, Drama            ","

8.0
","212,116",$102.31M,biography
Public Enemies,(2009),R,"
Action, Biography, Crime            ","

7.0
","295,176",$97.10M,biography
The Social Network,(2010),PG-13,"
Biography, Drama            ","

7.8
","676,520",$96.96M,biography
Schindler's List,(1993),R,"
Biography, Drama, History            ","

9.0
","1,303,701",$96.90M,biography
Rocketman,(I) (2019),R,"
Biography, Drama, Musical            ","

7.3
","167,005",$96.37M,biography
42,(2013),PG-13,"
Biography, Drama, Sport            ","

7.5
","92,670",$95.00M,biography
Julie & Julia,(2009),PG-13,"
Biography, Drama, Romance            ","

7.0
","116,488",$94.13M,biography
The Fighter,(I) (2010),R,"
Action, Biography, Drama            ","

7.8
","357,641",$93.62M,biography
Heaven Is for Real,(2014),PG,"
Biography, Drama, Family            ","

5.9
","26,907",$91.44M,biography
The Imitation Game,(2014),PG-13,"
Biography, Drama, Thriller            ","

8.0
","740,432",$91.13M,biography
Out of Africa,(1985),PG,"
Biography, Drama, Romance            ","

7.2
","78,008",$87.10M,biography
Green Book,(2018),PG-13,"
Biography, Comedy, Drama            ","

8.2
","454,192",$85.08M,biography
Dangerous Minds,(1995),R,"
Biography, Drama            ","

6.5
","51,886",$84.92M,biography
Saving Mr. Banks,(2013),PG-13,"
Biography, Comedy, Drama            ","

7.5
","159,328",$83.30M,biography
Eat Pray Love,(2010),PG-13,"
Biography, Drama, Romance            ","

5.8
","95,182",$80.57M,biography
Moneyball,(2011),PG-13,"
Biography, Drama, Sport            ","

7.6
","406,215",$75.61M,biography
Braveheart,(1995),R,"
Biography, Drama, History            ","

8.4
","1,009,577",$75.60M,biography
Ray,(I) (2004),PG-13,"
Biography, Drama, Music            ","

7.7
","145,328",$75.33M,biography
The Big Short,(2015),R,"
Biography, Comedy, Drama            ","

7.8
","410,501",$70.26M,biography
